time,steam_flow,steam_p,steam_t,feedwater_t,o2,fluegas_t
2026-03-08 08:00:00,27.717,3.8309,399.07,106.83,7.16,185.3
2026-03-08 09:00:00,27.631,3.9204,399.05,102.83,7.38,188.4
2026-03-08 10:00:00,27.105,3.779,403.53,104.2,7.52,188.4
2026-03-08 11:00:00,28.767,3.8569,400.09,103.2,8.99,165.5
2026-03-08 12:00:00,26.954,3.9708,396.41,102.81,7.02,166.6
2026-03-08 13:00:00,28.058,3.9341,400.92,102.13,7.57,206.5
2026-03-08 14:00:00,27.979,3.8529,402.66,103.54,6.49,181.3
2026-03-08 15:00:00,28.916,3.8912,399.68,104.95,7.37,174.8
2026-03-08 16:00:00,28.12,3.8676,399.94,102.88,7.39,175.6
2026-03-08 17:00:00,28.377,3.9972,396.25,105.73,8.54,183.4
2026-03-08 18:00:00,27.274,3.9268,398.92,103.56,7.63,209.2
2026-03-08 19:00:00,26.771,3.9217,405.72,104.25,9.73,190.0
2026-03-08 20:00:00,28.288,3.9396,397.84,104.06,8.47,183.4
2026-03-08 21:00:00,28.546,3.9554,396.51,103.83,8.33,182.9
2026-03-08 22:00:00,29.015,3.9627,398.34,104.4,7.51,189.0
2026-03-08 23:00:00,28.558,3.8932,400.59,103.36,8.98,199.6
2026-03-09 00:00:00,27.54,3.9293,408.05,103.34,9.14,217.2
2026-03-09 01:00:00,27.899,3.9423,393.49,106.14,8.55,198.8
2026-03-09 02:00:00,28.244,3.9509,403.51,105.14,7.81,188.8
2026-03-09 03:00:00,28.116,3.8915,397.63,102.15,7.96,181.2
2026-03-09 04:00:00,27.774,3.8381,396.02,103.43,7.85,212.3
2026-03-09 05:00:00,28.012,3.9549,401.64,104.52,7.8,196.9
2026-03-09 06:00:00,28.529,3.8319,402.15,103.76,6.75,182.7
2026-03-09 07:00:00,28.679,3.9494,399.78,105.91,8.67,174.9
2026-03-09 08:00:00,27.155,3.9196,397.42,103.12,8.27,187.5
2026-03-09 09:00:00,27.491,3.8313,406.31,101.95,7.68,201.4
2026-03-09 10:00:00,27.991,3.8539,396.65,105.8,8.65,170.6
2026-03-09 11:00:00,26.898,3.9338,405.01,103.22,8.8,174.2
2026-03-09 12:00:00,26.648,3.8382,401.6,104.35,8.61,172.4
2026-03-09 13:00:00,29.488,3.8807,408.17,104.43,6.56,189.9
2026-03-09 14:00:00,27.345,3.9796,400.75,105.94,7.37,182.4
2026-03-09 15:00:00,28.191,3.905,397.23,104.83,8.97,186.6
2026-03-09 16:00:00,27.637,3.876,401.7,103.84,8.37,201.5
2026-03-09 17:00:00,27.8,3.8868,399.14,106.29,7.92,190.8
2026-03-09 18:00:00,27.796,3.9462,401.28,102.26,8.78,194.2
2026-03-09 19:00:00,29.085,3.9275,399.85,102.48,8.81,202.8
2026-03-09 20:00:00,27.301,3.8971,401.45,103.81,8.32,186.2
2026-03-09 21:00:00,27.5,3.9624,394.82,104.98,7.36,190.4
2026-03-09 22:00:00,27.473,3.908,398.12,104.42,6.84,179.1
2026-03-09 23:00:00,27.927,3.9319,397.44,106.97,7.69,198.0
2026-03-10 00:00:00,29.557,3.8492,396.92,102.21,6.71,185.5
2026-03-10 01:00:00,30.477,3.9823,399.77,104.42,6.29,205.2
2026-03-10 02:00:00,32.767,3.8433,396.72,102.82,9.15,176.4
2026-03-10 03:00:00,30.308,3.8186,400.83,105.28,7.2,201.6
2026-03-10 04:00:00,31.438,3.8569,401.68,105.94,9.04,195.3
2026-03-10 05:00:00,32.561,3.9002,400.97,106.74,7.91,181.8
2026-03-10 06:00:00,30.134,3.8736,394.28,102.57,7.07,188.2
2026-03-10 07:00:00,29.986,3.8942,399.99,105.22,8.85,206.1
2026-03-10 08:00:00,31.061,3.8298,402.39,104.63,7.65,198.5
2026-03-10 09:00:00,33.191,3.9198,398.77,104.34,7.27,210.4
2026-03-10 10:00:00,30.154,3.8488,403.18,103.73,7.01,199.8
2026-03-10 11:00:00,32.421,3.818,402.05,105.55,9.53,195.1
2026-03-10 12:00:00,32.041,3.9067,402.26,106.68,8.61,184.0
2026-03-10 13:00:00,31.254,4.0015,396.27,103.12,7.48,203.7
2026-03-10 14:00:00,30.482,3.88,399.9,104.9,8.52,178.6
2026-03-10 15:00:00,30.228,3.8284,403.58,103.66,8.17,190.3
2026-03-10 16:00:00,29.901,3.8174,396.63,107.01,7.7,195.3
2026-03-10 17:00:00,30.349,4.0333,400.34,101.63,7.62,193.5
2026-03-10 18:00:00,32.273,3.883,402.07,104.47,8.19,186.0
2026-03-10 19:00:00,31.68,3.9571,400.03,103.51,10.27,197.2
2026-03-10 20:00:00,31.939,3.827,403.38,101.59,8.98,193.6
2026-03-10 21:00:00,30.853,3.8659,400.57,103.42,6.62,201.0
2026-03-10 22:00:00,29.86,3.892,398.58,106.38,6.77,200.2
2026-03-10 23:00:00,31.749,3.7538,395.73,102.95,7.15,192.3
2026-03-11 00:00:00,30.644,3.9534,397.8,104.8,7.82,195.2
2026-03-11 01:00:00,30.07,3.8991,399.01,104.79,8.1,180.2
2026-03-11 02:00:00,28.22,3.951,402.34,103.89,8.96,189.5
2026-03-11 03:00:00,30.019,3.879,403.91,106.76,7.84,183.8
2026-03-11 04:00:00,31.111,3.9461,401.99,101.85,8.26,192.1
2026-03-11 05:00:00,29.875,3.9239,399.59,104.63,8.01,187.4
2026-03-11 06:00:00,31.704,3.8992,401.94,105.46,7.26,188.4
2026-03-11 07:00:00,29.356,3.8929,396.54,105.36,8.02,177.9
2026-03-11 08:00:00,30.577,3.8512,395.74,104.68,8.06,183.0
2026-03-11 09:00:00,30.8,3.9244,400.61,105.58,8.27,202.9
2026-03-11 10:00:00,30.467,3.9186,391.57,103.53,9.56,184.6
2026-03-11 11:00:00,30.033,3.8795,394.66,104.95,9.55,207.1
2026-03-11 12:00:00,29.945,3.8569,398.45,104.82,7.71,198.2
2026-03-11 13:00:00,30.41,3.8397,396.64,105.32,8.71,190.5
2026-03-11 14:00:00,31.489,3.8986,399.22,103.99,8.47,167.3
2026-03-11 15:00:00,30.278,3.9091,397.56,102.77,9.02,185.6
2026-03-11 16:00:00,29.88,3.9481,396.39,107.76,7.43,183.9
2026-03-11 17:00:00,28.839,3.8705,397.2,103.34,7.13,166.2
2026-03-11 18:00:00,31.212,3.939,402.05,104.85,8.5,183.1
2026-03-11 19:00:00,32.759,3.8711,396.41,107.1,7.7,190.7
2026-03-11 20:00:00,29.226,3.8879,401.5,104.52,7.03,197.8
2026-03-11 21:00:00,29.432,3.8224,402.78,104.52,7.83,182.3
2026-03-11 22:00:00,30.834,3.8873,397.96,104.87,8.24,178.0
2026-03-11 23:00:00,31.272,3.8168,397.61,104.57,7.94,198.1
2026-03-12 00:00:00,30.599,3.7816,404.04,103.27,8.01,182.5
2026-03-12 01:00:00,29.098,3.9329,401.48,104.41,7.49,206.0
2026-03-12 02:00:00,30.422,3.9307,400.33,104.48,8.95,200.8
2026-03-12 03:00:00,31.091,3.9071,400.49,102.3,7.87,184.7
2026-03-12 04:00:00,29.338,3.9016,400.31,102.97,6.66,187.7
2026-03-12 05:00:00,30.09,3.9169,397.4,102.07,6.54,190.0
2026-03-12 06:00:00,29.544,3.9302,395.76,106.01,7.86,188.0
2026-03-12 07:00:00,30.203,3.9356,402.43,101.24,7.55,194.5
2026-03-12 08:00:00,30.592,3.9115,397.36,104.64,7.86,190.1
2026-03-12 09:00:00,31.173,3.8952,401.39,106.2,8.81,177.6
2026-03-12 10:00:00,29.109,3.8005,403.2,103.75,7.57,189.2
2026-03-12 11:00:00,29.014,3.9286,397.35,105.36,8.22,189.5
2026-03-12 12:00:00,30.571,3.8881,399.94,105.82,9.35,195.6
2026-03-12 13:00:00,31.334,3.822,400.46,104.0,7.64,195.5
2026-03-12 14:00:00,31.808,3.9268,403.43,106.11,9.08,191.1
2026-03-12 15:00:00,29.548,3.9587,402.72,103.38,9.32,182.2
2026-03-12 16:00:00,29.006,3.8992,396.22,103.84,7.99,184.7
2026-03-12 17:00:00,30.164,3.8398,393.4,105.28,8.77,198.9
2026-03-12 18:00:00,29.737,3.9247,399.14,105.83,7.1,193.3
2026-03-12 19:00:00,29.689,3.9373,400.35,101.43,7.78,180.8
2026-03-12 20:00:00,30.511,3.9447,396.59,104.7,7.24,185.5
2026-03-12 21:00:00,30.245,3.9622,401.52,105.03,7.65,189.0
2026-03-12 22:00:00,30.656,3.9104,400.62,104.66,9.35,204.0
2026-03-12 23:00:00,31.374,3.9218,397.88,102.35,8.16,180.8
2026-03-13 00:00:00,29.063,3.8879,406.76,104.11,8.17,190.0
2026-03-13 01:00:00,30.982,3.8377,400.98,105.27,8.26,193.6
2026-03-13 02:00:00,30.871,3.9391,396.85,101.18,7.67,190.4
2026-03-13 03:00:00,31.396,3.8667,400.71,104.04,8.62,186.1
2026-03-13 04:00:00,31.407,3.9398,399.38,103.87,7.69,183.6
2026-03-13 05:00:00,30.261,3.8501,402.31,104.69,7.95,191.6
2026-03-13 06:00:00,30.866,3.9765,402.77,103.6,8.59,174.4
2026-03-13 07:00:00,30.383,3.865,401.11,103.27,7.42,183.4
2026-03-13 08:00:00,29.526,3.8377,397.26,104.61,8.24,197.8
2026-03-13 09:00:00,32.329,3.9466,394.78,103.14,9.22,192.0
2026-03-13 10:00:00,31.155,3.9125,396.06,104.66,7.91,180.7
2026-03-13 11:00:00,31.146,3.9855,399.56,102.17,7.93,181.5
2026-03-13 12:00:00,28.619,3.8774,401.2,102.64,7.94,188.9
2026-03-13 13:00:00,30.381,3.8813,399.11,103.62,7.9,195.1
2026-03-13 14:00:00,30.345,3.86,401.47,103.03,9.67,187.7
2026-03-13 15:00:00,32.572,3.9129,400.93,105.33,8.34,188.8
2026-03-13 16:00:00,30.48,3.8558,397.24,105.26,6.12,206.8
2026-03-13 17:00:00,31.624,3.8852,405.09,106.75,8.87,166.5
2026-03-13 18:00:00,28.974,3.9317,396.5,104.58,7.67,193.7
2026-03-13 19:00:00,30.47,3.8993,394.98,103.9,7.29,199.9
2026-03-13 20:00:00,30.141,3.9203,401.6,103.72,7.32,190.9
2026-03-13 21:00:00,30.616,3.9356,397.14,102.22,8.5,191.9
2026-03-13 22:00:00,31.797,3.9635,394.39,104.28,8.07,190.1
2026-03-13 23:00:00,31.566,3.9917,399.27,103.71,8.46,196.7
2026-03-14 00:00:00,30.814,3.9389,403.8,103.12,8.93,181.7
2026-03-14 01:00:00,32.089,3.8526,397.28,101.88,7.69,188.7
2026-03-14 02:00:00,30.775,3.8774,399.0,103.13,7.62,190.4
2026-03-14 03:00:00,30.384,3.9024,396.52,101.88,8.51,181.1
2026-03-14 04:00:00,30.974,3.8454,395.27,101.83,7.22,201.5
2026-03-14 05:00:00,30.231,3.9054,398.49,103.98,6.95,199.4
2026-03-14 06:00:00,31.057,3.8714,401.99,101.56,7.34,192.2
2026-03-14 07:00:00,32.305,3.8692,404.96,105.56,7.21,193.9
2026-03-14 08:00:00,31.913,3.847,404.04,101.55,9.0,200.2
2026-03-14 09:00:00,32.408,3.9364,400.51,101.52,9.31,195.4
2026-03-14 10:00:00,31.671,3.8672,393.16,104.58,7.23,188.8
2026-03-14 11:00:00,31.416,3.8317,401.06,102.74,7.48,196.5
2026-03-14 12:00:00,29.563,3.8672,399.0,105.35,7.86,195.6
2026-03-14 13:00:00,29.893,3.8213,399.23,106.15,8.33,184.7
2026-03-14 14:00:00,30.32,3.961,401.57,101.73,6.37,208.0
2026-03-14 15:00:00,31.04,3.8958,400.77,103.72,7.8,188.4
2026-03-14 16:00:00,29.071,3.8786,398.31,105.43,8.69,185.3
2026-03-14 17:00:00,30.777,3.8989,405.51,105.43,7.39,203.2
2026-03-14 18:00:00,30.041,3.9506,400.01,102.12,7.58,187.2
2026-03-14 19:00:00,31.879,3.9595,394.54,103.13,8.77,194.0
2026-03-14 20:00:00,31.371,3.9273,401.96,105.77,7.62,167.0
2026-03-14 21:00:00,31.341,3.8636,394.8,103.92,7.33,188.3
2026-03-14 22:00:00,29.013,3.9207,399.52,104.12,7.34,181.0
2026-03-14 23:00:00,31.76,3.9258,398.9,102.06,8.31,184.0
2026-03-15 00:00:00,3.405,3.8601,400.19,104.36,7.48,194.1
2026-03-15 01:00:00,3.556,3.9586,398.43,103.21,7.77,185.3
2026-03-15 02:00:00,4.207,3.9036,397.83,103.39,8.04,186.8
2026-03-15 03:00:00,4.709,3.933,405.38,102.95,8.59,181.9
2026-03-15 04:00:00,5.375,3.8413,397.96,102.72,7.83,185.6
2026-03-15 05:00:00,6.631,3.8519,401.48,105.04,6.54,172.3
2026-03-15 06:00:00,6.817,3.8375,398.76,99.98,7.08,186.6
2026-03-15 07:00:00,7.478,3.9944,397.9,105.99,7.93,186.9
2026-03-15 08:00:00,7.556,3.8844,395.31,103.77,7.06,192.6
2026-03-15 09:00:00,9.273,3.8326,404.61,102.25,7.68,199.3
2026-03-15 10:00:00,8.952,3.9545,403.73,103.48,7.53,195.4
2026-03-15 11:00:00,9.512,3.9798,393.53,105.4,8.34,186.5
2026-03-15 12:00:00,9.439,3.8581,397.51,106.26,7.97,186.8
2026-03-15 13:00:00,10.405,3.9244,402.02,103.89,7.8,181.8
2026-03-15 14:00:00,10.902,3.8904,398.02,103.46,8.93,197.2
2026-03-15 15:00:00,11.631,3.9557,400.2,105.62,7.95,203.6
2026-03-15 16:00:00,12.34,3.8824,396.37,104.12,8.07,178.9
2026-03-15 17:00:00,12.437,3.8683,400.65,102.05,7.95,208.2
2026-03-15 18:00:00,13.738,3.8963,404.34,103.37,8.61,192.5
2026-03-15 19:00:00,12.841,3.9219,406.79,102.67,7.27,206.1
2026-03-15 20:00:00,12.704,3.8921,398.52,102.84,8.34,179.7
2026-03-15 21:00:00,12.453,3.8855,401.46,106.04,7.94,198.5
2026-03-15 22:00:00,14.001,3.9207,402.34,103.63,6.71,197.2
2026-03-15 23:00:00,12.39,3.9253,397.45,102.21,7.87,177.1
2026-03-16 00:00:00,32.82,3.8883,399.22,106.17,8.6,187.2
2026-03-16 01:00:00,33.531,3.9173,398.89,101.96,7.4,208.7
2026-03-16 02:00:00,32.794,3.9253,404.9,102.87,8.82,164.5
2026-03-16 03:00:00,31.751,3.7909,399.82,103.96,7.38,183.2
2026-03-16 04:00:00,35.575,3.9177,401.42,102.62,7.34,191.5
2026-03-16 05:00:00,32.433,3.8892,399.0,101.37,8.26,191.7
2026-03-16 06:00:00,33.281,3.9322,405.24,103.35,8.13,203.0
2026-03-16 07:00:00,32.388,3.9545,398.43,103.27,7.11,188.2
2026-03-16 08:00:00,34.757,3.9883,400.15,104.71,8.88,179.1
2026-03-16 09:00:00,32.351,3.8889,394.34,102.78,7.48,186.3
2026-03-16 10:00:00,32.536,3.7855,401.15,103.18,8.32,195.3
2026-03-16 11:00:00,32.559,3.985,394.77,103.83,8.01,203.5
2026-03-16 12:00:00,32.626,3.9234,400.35,106.93,7.68,180.5
2026-03-16 13:00:00,32.24,3.9173,404.02,100.4,6.93,203.3
2026-03-16 14:00:00,32.31,3.8602,398.43,102.58,7.1,190.2
2026-03-16 15:00:00,31.973,3.9815,392.37,104.69,7.39,205.9
2026-03-16 16:00:00,31.757,3.9214,404.64,104.73,7.44,187.5
2026-03-16 17:00:00,32.913,3.9694,400.22,104.82,7.07,189.9
2026-03-16 18:00:00,33.942,3.8825,398.35,103.33,8.86,194.4
2026-03-16 19:00:00,33.112,3.8604,394.54,105.47,7.6,197.7
2026-03-16 20:00:00,33.225,3.8674,396.51,105.27,6.26,166.1
2026-03-16 21:00:00,34.244,3.8552,400.32,105.47,9.6,179.2
2026-03-16 22:00:00,32.537,3.9412,399.73,102.7,8.69,172.3
2026-03-16 23:00:00,33.672,3.8936,399.74,102.84,7.73,199.6
2026-03-17 00:00:00,31.511,3.9515,401.48,103.3,7.71,189.6
2026-03-17 01:00:00,30.854,3.9651,396.29,106.43,7.38,180.3
2026-03-17 02:00:00,31.247,3.8315,404.69,106.31,9.07,206.6
2026-03-17 03:00:00,32.444,3.8047,401.73,102.8,8.61,186.3
2026-03-17 04:00:00,30.856,3.8498,401.46,105.51,7.07,192.9
2026-03-17 05:00:00,31.698,3.8901,399.15,105.64,8.98,196.4
2026-03-17 06:00:00,31.936,3.9335,398.01,103.77,7.96,180.0
2026-03-17 07:00:00,32.021,3.9894,405.82,103.54,7.56,181.2
2026-03-17 08:00:00,31.917,3.8921,403.21,102.25,8.06,183.2
2026-03-17 09:00:00,31.521,3.8851,394.25,105.1,7.98,190.8
2026-03-17 10:00:00,31.201,3.8489,399.85,105.04,9.26,191.3
2026-03-17 11:00:00,30.782,3.9542,399.15,103.53,7.93,195.3
2026-03-17 12:00:00,30.156,3.9017,399.61,103.24,9.27,173.7
2026-03-17 13:00:00,31.254,3.906,400.39,106.08,6.28,185.9
2026-03-17 14:00:00,30.473,3.8264,397.99,104.49,7.71,208.3
2026-03-17 15:00:00,29.872,3.9128,400.68,104.07,8.45,186.9
2026-03-17 16:00:00,31.768,3.885,398.4,102.56,7.63,196.6
2026-03-17 17:00:00,30.86,3.9332,399.32,103.93,8.99,178.2
2026-03-17 18:00:00,31.248,3.9426,401.58,104.52,9.08,185.5
2026-03-17 19:00:00,31.455,3.9858,396.56,104.8,8.47,193.2
2026-03-17 20:00:00,31.755,3.8594,400.47,103.84,8.3,191.7
2026-03-17 21:00:00,33.069,3.9499,406.28,105.52,8.36,197.6
2026-03-17 22:00:00,32.604,3.8626,395.74,101.96,8.62,187.0
2026-03-17 23:00:00,31.125,3.9073,402.43,103.48,7.4,185.5
2026-03-18 00:00:00,31.732,3.8926,401.85,105.53,7.82,182.3
2026-03-18 01:00:00,29.927,3.8755,397.04,104.32,7.0,191.8
2026-03-18 02:00:00,30.646,3.9386,396.82,104.14,8.56,174.5
2026-03-18 03:00:00,31.324,3.8729,397.28,101.78,8.03,184.0
2026-03-18 04:00:00,30.655,3.9348,391.08,105.26,9.75,189.0
2026-03-18 05:00:00,30.624,3.8931,402.52,107.54,7.33,160.0
2026-03-18 06:00:00,31.252,3.8943,399.41,103.62,6.27,192.6
2026-03-18 07:00:00,30.319,3.9121,398.46,102.62,6.54,203.1
2026-03-18 08:00:00,30.9,3.915,404.39,104.67,8.16,167.0
2026-03-18 09:00:00,32.012,3.941,396.59,101.7,8.26,187.9
2026-03-18 10:00:00,32.282,3.8331,399.66,104.87,8.31,177.4
2026-03-18 11:00:00,29.667,3.8748,406.1,102.74,7.6,198.0
2026-03-18 12:00:00,31.381,3.9646,397.85,102.95,8.6,187.3
2026-03-18 13:00:00,30.955,3.8476,397.58,102.77,7.47,182.6
2026-03-18 14:00:00,30.674,3.8805,402.99,106.51,7.7,204.7
2026-03-18 15:00:00,31.409,3.7882,400.64,101.82,8.81,184.4
2026-03-18 16:00:00,32.394,3.9667,398.41,102.5,8.8,181.0
2026-03-18 17:00:00,30.893,3.9458,399.5,104.98,9.47,193.0
2026-03-18 18:00:00,31.612,3.8698,392.04,104.18,7.99,194.9
2026-03-18 19:00:00,31.017,3.8686,398.14,104.06,7.28,176.3
2026-03-18 20:00:00,31.212,3.8969,401.55,103.16,7.86,180.7
2026-03-18 21:00:00,30.622,3.9391,404.9,103.53,8.32,182.5
2026-03-18 22:00:00,29.659,3.8708,399.2,103.5,7.35,191.4
2026-03-18 23:00:00,32.006,3.8722,401.08,104.79,8.75,196.1
2026-03-19 00:00:00,34.179,3.9022,396.2,102.38,7.63,180.3
2026-03-19 01:00:00,32.485,3.8891,399.83,103.36,8.25,208.4
2026-03-19 02:00:00,32.274,3.8722,396.55,105.6,8.66,176.9
2026-03-19 03:00:00,33.685,3.8316,401.06,104.0,8.03,172.7
2026-03-19 04:00:00,33.415,3.9083,403.78,104.16,7.95,183.1
2026-03-19 05:00:00,33.757,3.939,402.16,105.3,7.87,176.4
2026-03-19 06:00:00,33.32,3.9702,403.6,103.01,9.6,203.4
2026-03-19 07:00:00,34.062,3.8527,402.0,105.39,9.71,185.9
2026-03-19 08:00:00,32.997,3.9584,403.39,105.32,7.62,184.0
2026-03-19 09:00:00,33.519,3.9239,402.71,102.98,6.79,200.8
2026-03-19 10:00:00,33.179,3.8943,402.85,101.95,8.0,186.8
2026-03-19 11:00:00,33.713,3.899,402.02,102.16,7.68,181.8
2026-03-19 12:00:00,34.31,3.9627,400.32,105.05,7.85,184.1
2026-03-19 13:00:00,34.598,3.8967,404.03,107.53,7.12,196.0
2026-03-19 14:00:00,32.968,3.9211,393.38,104.93,7.36,193.2
2026-03-19 15:00:00,33.708,3.9423,400.16,104.52,7.81,175.7
2026-03-19 16:00:00,32.694,3.8779,399.15,104.28,8.21,200.7
2026-03-19 17:00:00,35.201,3.8518,400.56,104.7,7.84,197.0
2026-03-19 18:00:00,31.113,3.9345,399.52,101.32,7.83,209.1
2026-03-19 19:00:00,33.185,4.0021,406.58,104.5,7.8,197.2
2026-03-19 20:00:00,34.711,3.9902,401.18,102.82,9.24,172.9
2026-03-19 21:00:00,33.091,3.9063,401.66,103.22,8.17,199.5
2026-03-19 22:00:00,33.355,3.8624,402.49,104.34,7.29,183.7
2026-03-19 23:00:00,35.14,3.8948,401.78,103.4,7.93,190.2
2026-03-20 00:00:00,32.644,3.9406,403.32,105.3,7.74,184.5
2026-03-20 01:00:00,31.191,3.956,399.29,102.32,7.15,198.5
2026-03-20 02:00:00,32.854,3.9402,400.74,105.48,8.25,162.7
2026-03-20 03:00:00,34.448,3.8402,404.63,104.31,7.44,185.6
2026-03-20 04:00:00,32.328,3.9213,401.7,102.14,6.61,203.2
2026-03-20 05:00:00,33.499,3.8382,403.16,105.85,8.43,195.7
2026-03-20 06:00:00,32.606,3.7589,402.32,102.92,9.62,186.6
2026-03-20 07:00:00,33.681,3.8653,395.89,103.31,9.71,190.8
2026-03-20 08:00:00,31.19,3.9541,403.69,102.88,8.13,190.5
2026-03-20 09:00:00,32.359,3.907,395.44,104.61,8.83,182.0
2026-03-20 10:00:00,33.771,3.9407,401.83,106.23,8.04,182.9
2026-03-20 11:00:00,33.889,3.9283,393.71,104.17,7.43,186.7
2026-03-20 12:00:00,33.197,3.9781,401.35,103.05,7.58,192.4
2026-03-20 13:00:00,33.5,4.0374,397.27,103.21,8.8,186.9
2026-03-20 14:00:00,33.281,3.8212,395.23,105.08,7.22,198.0
2026-03-20 15:00:00,32.626,3.9174,403.66,102.86,7.4,201.8
2026-03-20 16:00:00,33.117,3.8943,402.77,102.58,8.0,177.8
2026-03-20 17:00:00,31.786,3.9342,403.71,104.33,6.86,189.0
2026-03-20 18:00:00,33.415,3.9,403.56,102.81,8.27,186.8
2026-03-20 19:00:00,33.006,3.8842,401.54,102.23,7.78,193.7
2026-03-20 20:00:00,33.94,3.9546,400.63,105.74,9.03,189.0
2026-03-20 21:00:00,35.03,3.9774,399.22,103.86,7.65,189.1
2026-03-20 22:00:00,33.437,3.9148,398.89,104.76,8.98,199.2
2026-03-20 23:00:00,33.74,3.8848,399.18,106.51,8.06,182.8
2026-03-21 00:00:00,32.007,3.9829,395.62,106.49,7.25,198.8
2026-03-21 01:00:00,31.242,3.8711,397.26,102.52,7.03,186.6
2026-03-21 02:00:00,32.101,3.8885,405.81,103.67,7.47,190.1
2026-03-21 03:00:00,32.691,3.8647,400.04,105.53,7.62,195.3
2026-03-21 04:00:00,31.007,3.891,399.66,103.66,8.61,174.6
2026-03-21 05:00:00,29.978,3.8772,395.49,102.6,7.05,188.8
2026-03-21 06:00:00,29.582,3.8851,398.04,105.5,6.72,173.5
2026-03-21 07:00:00,29.674,3.8431,397.21,104.82,7.32,187.4
2026-03-21 08:00:00,30.972,3.9243,395.69,102.7,7.93,202.7
2026-03-21 09:00:00,30.464,3.8601,401.95,104.02,7.95,207.2
2026-03-21 10:00:00,30.411,3.9338,405.42,103.25,9.75,196.7
2026-03-21 11:00:00,31.408,3.9697,400.55,100.26,8.18,188.1
2026-03-21 12:00:00,29.783,3.9337,398.31,102.67,9.71,201.1
2026-03-21 13:00:00,32.542,3.9868,396.16,106.73,7.18,179.7
2026-03-21 14:00:00,31.457,3.8827,405.04,103.47,8.51,189.8
2026-03-21 15:00:00,30.456,3.8867,398.73,104.24,7.89,198.4
2026-03-21 16:00:00,30.889,3.9141,404.83,104.72,10.19,191.3
2026-03-21 17:00:00,31.447,3.9304,403.47,105.16,7.99,188.2
2026-03-21 18:00:00,30.797,3.9009,395.56,102.22,7.11,204.1
2026-03-21 19:00:00,31.395,3.9511,399.35,104.5,7.36,171.0
2026-03-21 20:00:00,30.92,3.8756,398.19,101.96,8.46,197.7
2026-03-21 21:00:00,31.644,3.9531,397.58,104.87,7.95,185.3
2026-03-21 22:00:00,31.164,3.8535,399.03,103.97,6.61,204.7
2026-03-21 23:00:00,32.037,3.939,405.06,104.99,8.47,206.1
2026-03-22 00:00:00,32.032,3.8348,402.77,103.66,8.81,196.5
2026-03-22 01:00:00,31.826,3.8972,396.79,104.08,7.87,198.0
2026-03-22 02:00:00,34.289,3.9137,399.22,104.19,7.94,185.7
2026-03-22 03:00:00,32.725,3.8457,397.58,104.38,8.75,195.2
2026-03-22 04:00:00,32.233,3.9553,400.98,106.56,8.41,190.1
2026-03-22 05:00:00,31.351,3.9629,402.94,106.04,7.58,179.6
2026-03-22 06:00:00,33.804,3.9006,392.87,104.97,7.02,203.9
2026-03-22 07:00:00,33.537,3.804,401.03,104.0,8.49,178.2
2026-03-22 08:00:00,31.133,3.9446,394.23,103.86,8.35,197.3
2026-03-22 09:00:00,32.822,4.0128,403.56,103.78,7.9,182.9
2026-03-22 10:00:00,32.681,4.0044,402.11,103.88,7.07,165.6
2026-03-22 11:00:00,32.418,3.8628,401.12,102.36,8.59,187.8
2026-03-22 12:00:00,31.9,3.9154,398.62,103.94,7.42,194.6
2026-03-22 13:00:00,30.872,3.8951,401.67,105.28,8.43,202.8
2026-03-22 14:00:00,32.725,4.0269,398.48,101.02,6.28,171.4
2026-03-22 15:00:00,32.455,3.8155,395.63,105.01,6.58,190.5
2026-03-22 16:00:00,33.306,3.9572,400.65,101.92,7.21,204.0
2026-03-22 17:00:00,33.996,3.8782,402.54,105.1,7.72,200.2
2026-03-22 18:00:00,31.614,3.9284,401.75,103.76,7.55,205.2
2026-03-22 19:00:00,31.708,3.8555,395.82,103.65,7.84,181.9
2026-03-22 20:00:00,33.556,3.9058,401.72,101.94,7.74,205.5
2026-03-22 21:00:00,33.507,3.9233,403.44,105.11,8.26,194.2
2026-03-22 22:00:00,32.972,3.8814,405.31,107.64,8.16,190.1
2026-03-22 23:00:00,34.803,3.9249,401.9,104.79,8.12,187.3
2026-03-23 00:00:00,32.566,3.8307,403.35,106.35,7.88,187.0
2026-03-23 01:00:00,33.684,3.8954,398.58,105.51,7.19,170.1
2026-03-23 02:00:00,31.833,3.8782,397.91,103.02,7.57,187.8
2026-03-23 03:00:00,29.668,3.9425,399.22,103.55,7.81,198.8
2026-03-23 04:00:00,32.105,4.0137,393.75,105.33,8.83,161.8
2026-03-23 05:00:00,32.349,3.8971,399.77,104.07,8.36,186.7
2026-03-23 06:00:00,31.116,3.9507,400.15,105.33,10.17,176.9
2026-03-23 07:00:00,30.946,3.8668,399.82,106.57,8.39,201.4
2026-03-23 08:00:00,33.596,3.8028,399.06,103.04,8.37,180.1
2026-03-23 09:00:00,33.337,3.8768,397.8,102.48,6.98,189.9
2026-03-23 10:00:00,31.219,3.9172,398.65,104.73,8.19,201.2
2026-03-23 11:00:00,32.475,3.8745,403.8,103.19,7.3,199.0
2026-03-23 12:00:00,30.581,3.8671,395.5,101.79,8.25,180.9
2026-03-23 13:00:00,33.358,3.973,401.09,103.02,7.99,187.5
2026-03-23 14:00:00,32.833,3.8056,399.52,104.13,8.33,197.0
2026-03-23 15:00:00,31.383,3.9309,396.47,105.68,8.3,188.8
